student_id,concept_id,num_questions,confusion_score,help_requests,recency_days,help_style
S1250,K036,2,0.17,0,10,diagram
S1250,K068,5,0.156,1,11,diagram
S1250,K009,5,0.195,1,18,diagram
S1250,K071,5,0.145,1,10,diagram
S1250,K022,2,0.144,0,18,diagram
S1250,K063,6,0.286,1,12,diagram
S1250,K048,2,0.205,0,16,diagram
S1250,K017,3,0.266,0,20,diagram
S1250,K064,8,0.244,2,23,diagram
S1250,K047,6,0.287,1,11,diagram
S1250,K003,3,0.325,0,16,diagram
S1250,K008,6,0.228,1,19,diagram
S1250,K058,4,0.193,1,15,diagram
S1250,K053,5,0.245,1,19,diagram
S1250,K046,7,0.164,1,8,diagram
S1250,K002,6,0.282,1,15,diagram
S1250,K015,2,0.033,0,12,diagram
S1251,K020,6,0.391,2,28,practice
S1251,K026,7,0.703,3,22,practice
S1251,K072,4,0.271,1,11,practice
S1251,K061,6,0.415,2,19,practice
S1251,K013,4,0.454,1,17,practice
S1251,K006,4,0.234,1,19,practice
S1251,K014,3,0.192,0,14,practice
S1251,K063,7,0.343,2,17,practice
S1251,K047,9,0.36,3,21,practice
S1251,K003,8,0.413,2,14,practice
S1251,K058,1,0.214,0,28,practice
S1251,K077,10,0.145,2,18,practice
S1251,K080,7,0.197,1,23,practice
S1251,K046,7,0.438,2,22,practice
S1251,K002,6,0.438,2,19,practice
S1251,K054,7,0.573,3,21,practice
S1252,K029,7,0.424,2,15,diagram
S1252,K025,2,0.34,0,10,diagram
S1252,K026,2,0.185,0,15,diagram
S1252,K011,3,0.202,0,17,diagram
S1252,K005,1,0.198,0,29,diagram
S1252,K024,3,0.425,1,16,diagram
S1252,K009,2,0.087,0,25,diagram
S1252,K035,3,0.318,0,19,diagram
S1252,K038,4,0.122,0,20,diagram
S1252,K022,6,0.216,1,23,diagram
S1252,K019,5,0.316,1,21,diagram
S1252,K043,2,0.323,0,23,diagram
S1252,K048,5,0.413,1,12,diagram
S1252,K033,5,0.398,1,20,diagram
S1252,K054,6,0.324,1,14,diagram
S1253,K020,4,0.191,1,19,diagram
S1253,K037,2,0.293,0,20,diagram
S1253,K025,5,0.353,1,21,diagram
S1253,K072,2,0.117,0,18,diagram
S1253,K036,6,0.239,1,24,diagram
S1253,K061,6,0.297,1,28,diagram
S1253,K005,4,0.263,1,23,diagram
S1253,K032,6,0.35,2,18,diagram
S1253,K059,2,0.061,0,24,diagram
S1253,K027,4,0.35,1,17,diagram
S1253,K022,7,0.302,2,12,diagram
S1253,K034,6,0.377,2,11,diagram
S1253,K003,5,0.19,1,23,diagram
S1253,K058,6,0.289,1,17,diagram
S1253,K016,9,0.328,2,16,diagram
S1253,K077,5,0.067,1,15,diagram
S1253,K080,9,0.22,2,13,diagram
S1253,K046,3,0.35,1,14,diagram
S1253,K015,8,0.504,3,22,diagram
S1253,K054,5,0.422,1,23,diagram
S1254,K020,12,0.583,5,19,explanation
S1254,K025,4,0.605,1,12,explanation
S1254,K001,7,0.607,3,14,explanation
S1254,K061,5,0.438,1,23,explanation
S1254,K013,6,0.573,2,16,explanation
S1254,K076,7,0.383,2,18,explanation
S1254,K057,10,0.426,3,22,explanation
S1254,K032,5,0.392,1,23,explanation
S1254,K071,4,0.425,1,18,explanation
S1254,K022,6,0.511,2,11,explanation
S1254,K014,10,0.452,3,13,explanation
S1254,K002,9,0.428,3,13,explanation
S1254,K042,6,0.652,2,17,explanation
S1254,K054,7,0.486,2,25,explanation
S1255,K029,7,0.373,2,15,explanation
S1255,K037,7,0.351,2,20,explanation
S1255,K025,7,0.243,2,18,explanation
S1255,K072,2,0.029,0,11,explanation
S1255,K011,3,0.135,0,24,explanation
S1255,K036,7,0.297,2,26,explanation
S1255,K030,7,0.208,1,9,explanation
S1255,K068,4,0.216,1,14,explanation
S1255,K009,1,0.262,0,19,explanation
S1255,K018,4,0.344,1,20,explanation
S1255,K032,1,0.196,0,12,explanation
S1255,K038,2,0.286,0,16,explanation
S1255,K019,4,0.254,1,23,explanation
S1255,K043,4,0.21,1,15,explanation
S1255,K064,4,0.267,1,17,explanation
S1255,K077,5,0.096,1,16,explanation
S1255,K033,9,0.301,2,20,explanation
S1255,K078,6,0.198,1,17,explanation
S1255,K002,2,0.163,0,13,explanation
S1255,K042,2,0.344,0,13,explanation
S1255,K079,4,0.096,0,8,explanation
S1256,K020,13,0.975,7,27,practice
S1256,K075,8,0.766,4,26,practice
S1256,K023,8,1.0,4,18,practice
S1256,K050,10,0.652,4,23,practice
S1256,K005,8,0.805,4,20,practice
S1256,K035,7,1.0,4,25,practice
S1256,K043,15,0.794,7,22,practice
S1256,K048,13,0.956,7,24,practice
S1256,K047,10,0.922,5,21,practice
S1256,K008,12,1.0,7,26,practice
S1256,K058,11,0.932,6,33,practice
S1256,K041,8,0.892,4,15,practice
S1256,K033,15,0.847,8,28,practice
S1256,K055,11,0.974,6,29,practice
S1256,K015,11,0.683,5,25,practice
S1257,K037,11,0.493,4,16,explanation
S1257,K028,5,0.52,2,21,explanation
S1257,K065,9,0.289,2,15,explanation
S1257,K010,5,0.416,1,13,explanation
S1257,K004,7,0.488,2,21,explanation
S1257,K044,9,0.488,3,15,explanation
S1257,K009,8,0.341,2,18,explanation
S1257,K032,9,0.475,3,22,explanation
S1257,K022,7,0.339,2,13,explanation
S1257,K019,11,0.48,4,19,explanation
S1257,K063,10,0.567,4,21,explanation
S1257,K056,6,0.402,2,14,explanation
S1257,K021,2,0.32,0,21,explanation
S1257,K003,9,0.455,3,23,explanation
S1257,K041,3,0.245,0,23,explanation
S1257,K033,5,0.402,1,19,explanation
S1257,K080,4,0.23,1,20,explanation
S1257,K002,11,0.436,4,22,explanation
S1257,K079,5,0.162,1,19,explanation
S1257,K054,5,0.345,1,15,explanation
S1258,K075,2,0.296,0,15,practice
S1258,K025,10,0.442,3,8,practice
S1258,K028,6,0.294,1,31,practice
S1258,K031,8,0.395,2,10,practice
S1258,K001,11,0.412,4,22,practice
S1258,K030,6,0.478,2,10,practice
S1258,K004,4,0.322,1,19,practice
S1258,K032,2,0.386,0,15,practice
S1258,K006,11,0.438,4,31,practice
S1258,K035,9,0.423,3,22,practice
S1258,K014,4,0.325,1,15,practice
S1258,K043,4,0.35,1,18,practice
S1258,K064,7,0.406,2,20,practice
S1258,K021,7,0.501,2,18,practice
S1258,K034,6,0.449,2,17,practice
S1258,K008,5,0.451,1,19,practice
S1258,K053,8,0.449,3,23,practice
S1258,K077,5,0.209,1,15,practice
S1258,K054,16,0.466,6,24,practice
S1259,K028,4,0.478,1,17,examples
S1259,K026,6,0.479,2,14,examples
S1259,K051,6,0.258,1,24,examples
S1259,K072,1,0.051,0,7,examples
S1259,K011,5,0.314,1,15,examples
S1259,K050,9,0.223,2,16,examples
S1259,K061,7,0.31,2,21,examples
S1259,K076,5,0.223,1,18,examples
S1259,K032,9,0.349,3,20,examples
S1259,K006,5,0.296,1,23,examples
S1259,K035,3,0.324,0,23,examples
S1259,K027,3,0.265,0,11,examples
S1259,K008,2,0.178,0,11,examples
S1259,K062,3,0.194,0,19,examples
S1259,K033,4,0.241,1,19,examples
S1259,K046,10,0.339,3,18,examples
S1259,K054,3,0.237,0,18,examples
S1260,K020,3,0.124,0,16,diagram
S1260,K029,5,0.324,1,9,diagram
S1260,K028,4,0.231,1,8,diagram
S1260,K023,4,0.187,1,20,diagram
S1260,K072,5,0.242,1,12,diagram
S1260,K036,3,0.277,0,14,diagram
S1260,K030,10,0.339,3,23,diagram
S1260,K061,3,0.211,0,18,diagram
S1260,K049,5,0.172,1,10,diagram
S1260,K057,3,0.218,0,14,diagram
S1260,K018,4,0.189,1,16,diagram
S1260,K045,5,0.321,1,20,diagram
S1260,K006,4,0.164,1,22,diagram
S1260,K038,4,0.392,1,7,diagram
S1260,K022,3,0.144,0,8,diagram
S1260,K019,2,0.251,0,17,diagram
S1260,K064,1,0.211,0,11,diagram
S1260,K047,6,0.227,1,18,diagram
S1260,K016,1,0.107,0,5,diagram
S1260,K062,2,0.0,0,18,diagram
S1260,K041,4,0.191,1,13,diagram
S1260,K015,2,0.212,0,21,diagram
S1261,K026,5,0.128,1,15,examples
S1261,K011,3,0.1,0,11,examples
S1261,K036,1,0.067,0,22,examples
S1261,K049,3,0.128,0,13,examples
S1261,K005,3,0.0,0,12,examples
S1261,K004,3,0.046,0,14,examples
S1261,K024,1,0.232,0,16,examples
S1261,K076,4,0.126,1,3,examples
S1261,K045,3,0.078,0,12,examples
S1261,K006,2,0.046,0,14,examples
S1261,K035,2,0.05,0,6,examples
S1261,K059,2,0.075,0,19,examples
S1261,K027,3,0.232,0,23,examples
S1261,K019,4,0.011,0,10,examples
S1261,K014,3,0.071,0,7,examples
S1261,K043,3,0.003,0,23,examples
S1261,K048,4,0.005,0,19,examples
S1261,K070,9,0.36,3,20,examples
S1261,K047,4,0.096,0,22,examples
S1261,K008,4,0.036,0,28,examples
S1261,K058,4,0.128,1,21,examples
S1261,K002,5,0.071,1,25,examples
S1261,K073,3,0.077,0,13,examples
S1262,K025,9,0.413,3,23,diagram
S1262,K001,6,0.245,1,24,diagram
S1262,K065,6,0.45,2,17,diagram
S1262,K011,4,0.279,1,17,diagram
S1262,K030,6,0.506,2,15,diagram
S1262,K049,1,0.218,0,22,diagram
S1262,K057,9,0.23,2,9,diagram
S1262,K071,8,0.192,2,14,diagram
S1262,K017,4,0.239,1,14,diagram
S1262,K016,5,0.505,2,25,diagram
S1262,K077,4,0.22,1,20,diagram
S1262,K062,5,0.291,1,22,diagram
S1262,K046,5,0.376,1,20,diagram
S1262,K078,5,0.139,1,19,diagram
S1262,K079,1,0.171,0,29,diagram
S1263,K075,4,0.195,1,10,examples
S1263,K028,4,0.091,0,19,examples
S1263,K023,7,0.126,1,25,examples
S1263,K065,2,0.106,0,8,examples
S1263,K011,5,0.118,1,9,examples
S1263,K030,5,0.183,1,14,examples
S1263,K061,2,0.203,0,32,examples
S1263,K049,5,0.158,1,16,examples
S1263,K004,1,0.174,0,12,examples
S1263,K076,3,0.082,0,18,examples
S1263,K052,5,0.2,1,18,examples
S1263,K032,1,0.156,0,9,examples
S1263,K035,8,0.258,2,13,examples
S1263,K059,4,0.266,1,19,examples
S1263,K071,5,0.118,1,19,examples
S1263,K014,5,0.006,1,21,examples
S1263,K063,1,0.071,0,7,examples
S1263,K073,2,0.038,0,13,examples
S1263,K064,3,0.239,0,15,examples
S1263,K062,5,0.072,1,11,examples
S1263,K033,2,0.07,0,13,examples
S1263,K039,6,0.176,1,18,examples
S1263,K002,2,0.266,0,15,examples
S1263,K015,1,0.008,0,15,examples
S1263,K054,3,0.133,0,12,examples
S1264,K028,8,0.539,3,20,diagram
S1264,K031,2,0.578,0,23,diagram
S1264,K072,3,0.23,0,21,diagram
S1264,K011,9,0.451,3,16,diagram
S1264,K050,6,0.603,2,18,diagram
S1264,K005,5,0.253,1,15,diagram
S1264,K024,10,0.46,3,16,diagram
S1264,K057,12,0.49,4,8,diagram
S1264,K052,14,0.67,6,10,diagram
S1264,K006,8,0.441,3,15,diagram
S1264,K035,9,0.549,3,29,diagram
S1264,K038,5,0.608,2,11,diagram
S1264,K019,12,0.533,4,13,diagram
S1264,K048,10,0.482,3,20,diagram
S1264,K034,8,0.729,3,18,diagram
S1264,K003,8,0.414,2,12,diagram
S1264,K008,9,0.533,3,12,diagram
S1264,K058,11,0.451,4,18,diagram
S1264,K077,3,0.392,1,14,diagram
S1264,K041,5,0.443,1,24,diagram
S1264,K033,4,0.476,1,20,diagram
S1264,K015,6,0.311,1,17,diagram
S1264,K073,9,0.289,2,6,diagram
S1264,K054,10,0.609,4,11,diagram
S1265,K029,10,0.711,4,24,examples
S1265,K037,7,0.444,2,14,examples
S1265,K028,7,0.611,3,16,examples
S1265,K026,7,0.573,3,13,examples
S1265,K050,9,0.581,3,16,examples
S1265,K013,2,0.533,0,18,examples
S1265,K024,12,0.627,5,28,examples
S1265,K006,2,0.362,0,27,examples
S1265,K071,13,0.454,4,12,examples
S1265,K027,13,0.427,4,15,examples
S1265,K022,4,0.522,1,21,examples
S1265,K063,7,0.632,3,25,examples
S1265,K064,7,0.478,2,20,examples
S1265,K021,11,0.618,4,14,examples
S1265,K034,10,0.622,4,11,examples
S1265,K016,6,0.618,2,22,examples
S1265,K053,10,0.715,4,20,examples
S1266,K029,9,0.799,4,22,examples
S1266,K028,9,0.584,3,18,examples
S1266,K023,2,0.527,0,19,examples
S1266,K031,10,0.568,4,25,examples
S1266,K065,12,0.453,4,20,examples
S1266,K004,10,0.439,3,17,examples
S1266,K024,12,0.654,5,27,examples
S1266,K076,4,0.437,1,16,examples
S1266,K057,4,0.515,1,32,examples
S1266,K064,10,0.468,3,24,examples
S1266,K056,10,0.486,3,18,examples
S1266,K021,8,0.567,3,13,examples
S1266,K062,8,0.399,2,11,examples
S1266,K080,4,0.222,1,25,examples
S1266,K046,7,0.495,2,14,examples
S1266,K079,5,0.428,1,20,examples
S1266,K073,7,0.268,2,7,examples
S1267,K029,17,0.738,8,18,practice
S1267,K025,10,0.657,4,21,practice
S1267,K026,13,0.803,6,25,practice
S1267,K072,4,0.307,1,10,practice
S1267,K011,5,0.443,1,13,practice
S1267,K049,11,0.661,5,15,practice
S1267,K068,9,0.677,4,18,practice
S1267,K006,5,0.657,2,28,practice
S1267,K038,12,0.686,5,25,practice
S1267,K048,3,0.517,1,20,practice
S1267,K064,11,0.516,4,32,practice
S1267,K008,9,0.672,4,24,practice
S1267,K002,6,0.584,2,27,practice
S1267,K042,7,0.645,3,23,practice
S1268,K020,6,0.415,2,20,practice
S1268,K029,9,0.526,3,16,practice
S1268,K023,8,0.457,3,25,practice
S1268,K026,9,0.515,3,23,practice
S1268,K072,4,0.306,1,10,practice
S1268,K036,6,0.517,2,22,practice
S1268,K061,14,0.483,5,12,practice
S1268,K004,8,0.397,2,4,practice
S1268,K044,4,0.544,1,14,practice
S1268,K018,5,0.443,1,28,practice
S1268,K032,8,0.442,3,15,practice
S1268,K045,8,0.366,2,14,practice
S1268,K014,5,0.31,1,15,practice
S1268,K063,11,0.442,4,19,practice
S1268,K017,7,0.558,2,14,practice
S1268,K070,2,0.397,0,9,practice
S1268,K064,5,0.541,2,11,practice
S1268,K047,6,0.374,2,20,practice
S1268,K003,5,0.438,1,26,practice
S1268,K080,8,0.209,2,11,practice
S1268,K002,7,0.386,2,14,practice
S1268,K079,9,0.341,3,22,practice
S1269,K028,4,0.597,1,27,practice
S1269,K026,14,0.443,5,17,practice
S1269,K031,9,0.653,4,21,practice
S1269,K001,3,0.41,1,21,practice
S1269,K036,11,0.287,3,23,practice
S1269,K030,8,0.47,3,13,practice
S1269,K050,4,0.442,1,26,practice
S1269,K010,8,0.309,2,25,practice
S1269,K068,9,0.434,3,28,practice
S1269,K005,8,0.477,3,4,practice
S1269,K004,8,0.322,2,24,practice
S1269,K069,4,0.307,1,18,practice
S1269,K018,4,0.594,1,32,practice
S1269,K059,13,0.369,4,18,practice
S1269,K014,2,0.047,0,21,practice
S1269,K043,5,0.315,1,18,practice
S1269,K034,6,0.542,2,20,practice
S1269,K054,7,0.406,2,26,practice
S1270,K020,12,0.733,5,25,diagram
S1270,K037,9,0.558,3,19,diagram
S1270,K025,6,0.786,3,27,diagram
S1270,K072,5,0.377,1,26,diagram
S1270,K001,8,0.543,3,17,diagram
S1270,K061,15,0.584,6,19,diagram
S1270,K009,7,0.452,2,18,diagram
S1270,K059,10,0.462,3,27,diagram
S1270,K027,19,0.764,9,23,diagram
S1270,K064,13,0.608,5,18,diagram
S1270,K047,7,0.513,2,23,diagram
S1270,K056,15,0.719,7,15,diagram
S1270,K003,12,0.628,5,18,diagram
S1270,K008,10,0.676,4,34,diagram
S1270,K077,5,0.548,2,24,diagram
S1270,K080,3,0.291,0,18,diagram
S1270,K055,8,0.565,3,26,diagram
S1270,K039,10,0.696,4,18,diagram
S1270,K073,6,0.256,1,16,diagram
S1271,K031,10,0.586,4,15,examples
S1271,K065,5,0.577,2,21,examples
S1271,K030,8,0.586,3,10,examples
S1271,K010,8,0.573,3,24,examples
S1271,K040,7,0.511,2,29,examples
S1271,K024,8,0.489,3,16,examples
S1271,K076,7,0.507,2,18,examples
S1271,K018,9,0.556,3,16,examples
S1271,K032,3,0.479,1,24,examples
S1271,K006,5,0.46,1,23,examples
S1271,K019,12,0.608,5,16,examples
S1271,K048,5,0.491,1,24,examples
S1271,K070,5,0.459,1,21,examples
S1271,K062,6,0.48,2,20,examples
S1271,K078,7,0.336,2,22,examples
S1271,K002,8,0.626,3,19,examples
S1271,K079,10,0.553,4,13,examples
S1272,K037,3,0.228,0,16,diagram
S1272,K060,3,0.134,0,12,diagram
S1272,K030,4,0.206,1,14,diagram
S1272,K044,7,0.24,2,17,diagram
S1272,K059,3,0.105,0,17,diagram
S1272,K048,4,0.115,0,24,diagram
S1272,K062,4,0.225,1,17,diagram
S1272,K033,1,0.074,0,3,diagram
S1272,K078,3,0.108,0,13,diagram
S1273,K028,6,0.665,2,17,diagram
S1273,K023,17,0.804,8,20,diagram
S1273,K026,9,0.783,4,22,diagram
S1273,K001,6,0.455,2,17,diagram
S1273,K061,12,0.553,5,16,diagram
S1273,K024,12,0.811,6,18,diagram
S1273,K076,10,0.544,4,27,diagram
S1273,K009,7,0.514,2,21,diagram
S1273,K018,12,0.812,6,25,diagram
S1273,K027,6,0.713,2,23,diagram
S1273,K062,7,0.642,3,28,diagram
S1273,K041,6,0.708,2,22,diagram
S1274,K037,4,0.263,1,9,diagram
S1274,K028,3,0.281,0,10,diagram
S1274,K001,3,0.133,0,16,diagram
S1274,K011,3,0.159,0,6,diagram
S1274,K036,8,0.337,2,15,diagram
S1274,K050,6,0.31,1,9,diagram
S1274,K005,5,0.096,1,14,diagram
S1274,K004,3,0.199,0,16,diagram
S1274,K006,7,0.221,2,13,diagram
S1274,K071,1,0.038,0,14,diagram
S1274,K014,3,0.182,0,8,diagram
S1274,K007,3,0.129,0,8,diagram
S1274,K043,7,0.253,2,21,diagram
S1274,K017,3,0.288,0,8,diagram
S1274,K047,5,0.346,1,16,diagram
S1274,K008,5,0.32,1,11,diagram
S1274,K077,5,0.332,1,19,diagram
S1274,K015,3,0.189,0,12,diagram
S1275,K075,5,0.344,1,4,practice
S1275,K031,4,0.459,1,17,practice
S1275,K036,2,0.485,0,17,practice
S1275,K030,4,0.211,1,24,practice
S1275,K061,4,0.376,1,15,practice
S1275,K024,6,0.437,2,14,practice
S1275,K009,3,0.349,1,11,practice
S1275,K052,5,0.548,2,23,practice
S1275,K032,5,0.356,1,12,practice
S1275,K006,4,0.29,1,24,practice
S1275,K071,5,0.181,1,18,practice
S1275,K034,9,0.261,2,10,practice
S1275,K008,10,0.475,3,9,practice
S1275,K033,6,0.274,1,16,practice
S1275,K080,2,0.064,0,14,practice
S1275,K078,2,0.064,0,25,practice
S1276,K037,16,0.807,8,16,diagram
S1276,K051,4,0.577,1,23,diagram
S1276,K001,9,0.493,3,25,diagram
S1276,K011,12,0.482,4,23,diagram
S1276,K050,9,0.685,4,15,diagram
S1276,K061,7,0.612,3,23,diagram
S1276,K068,8,0.738,3,23,diagram
S1276,K005,11,0.528,4,25,diagram
S1276,K004,6,0.616,2,25,diagram
S1276,K076,5,0.524,2,17,diagram
S1276,K067,9,0.56,3,20,diagram
S1276,K009,7,0.564,2,18,diagram
S1276,K018,10,0.762,5,12,diagram
S1276,K003,8,0.738,3,20,diagram
S1276,K016,11,0.757,5,20,diagram
S1276,K041,11,0.769,5,25,diagram
S1276,K033,11,0.677,5,19,diagram
S1276,K055,7,0.712,3,28,diagram
S1276,K078,10,0.421,3,30,diagram
S1276,K042,5,0.767,2,21,diagram
S1276,K073,10,0.39,3,22,diagram
S1277,K075,11,0.743,5,22,diagram
S1277,K029,10,0.992,5,30,diagram
S1277,K037,9,0.998,5,25,diagram
S1277,K001,5,0.735,2,23,diagram
S1277,K004,9,0.932,5,25,diagram
S1277,K069,13,0.627,5,15,diagram
S1277,K018,13,1.0,7,26,diagram
S1277,K032,11,0.822,5,31,diagram
S1277,K071,16,0.645,7,29,diagram
S1277,K022,15,0.987,8,19,diagram
S1277,K048,9,1.0,5,27,diagram
S1277,K047,14,0.911,7,29,diagram
S1277,K021,12,0.934,6,24,diagram
S1277,K003,11,0.817,5,22,diagram
S1277,K053,12,1.0,7,20,diagram
S1277,K039,14,1.0,8,25,diagram
S1278,K026,5,0.35,1,19,diagram
S1278,K001,6,0.278,1,15,diagram
S1278,K060,3,0.28,0,19,diagram
S1278,K011,3,0.167,0,20,diagram
S1278,K076,6,0.228,1,15,diagram
S1278,K009,8,0.2,2,20,diagram
S1278,K027,6,0.206,1,20,diagram
S1278,K022,3,0.253,0,15,diagram
S1278,K043,6,0.2,1,14,diagram
S1278,K017,1,0.289,0,16,diagram
S1278,K064,7,0.391,2,10,diagram
S1278,K062,3,0.19,0,10,diagram
S1278,K041,5,0.302,1,21,diagram
S1278,K002,5,0.352,1,16,diagram
S1278,K073,4,0.06,0,14,diagram
S1279,K028,11,0.843,5,24,diagram
S1279,K031,13,0.717,6,26,diagram
S1279,K010,10,0.631,4,16,diagram
S1279,K049,9,0.754,4,19,diagram
S1279,K005,5,0.49,1,23,diagram
S1279,K032,10,0.656,4,12,diagram
S1279,K019,15,0.773,7,15,diagram
S1279,K014,8,0.488,3,20,diagram
S1279,K007,6,0.559,2,22,diagram
S1279,K063,11,0.835,5,19,diagram
S1279,K021,7,0.698,3,14,diagram
S1279,K003,5,0.522,2,19,diagram
S1279,K008,8,0.696,3,12,diagram
S1279,K078,7,0.564,2,18,diagram
S1279,K002,5,0.822,2,21,diagram
S1280,K020,6,0.533,2,31,practice
S1280,K075,4,0.243,1,22,practice
S1280,K029,7,0.405,2,24,practice
S1280,K026,6,0.57,2,28,practice
S1280,K050,9,0.431,3,20,practice
S1280,K010,4,0.36,1,24,practice
S1280,K069,11,0.429,4,18,practice
S1280,K018,9,0.443,3,20,practice
S1280,K006,4,0.287,1,22,practice
S1280,K059,9,0.441,3,25,practice
S1280,K071,9,0.356,3,18,practice
S1280,K038,6,0.519,2,23,practice
S1280,K022,4,0.289,1,21,practice
S1280,K014,8,0.35,2,19,practice
S1280,K047,3,0.396,1,11,practice
S1280,K058,8,0.398,2,22,practice
S1280,K046,2,0.336,0,25,practice
S1280,K042,5,0.567,2,26,practice
S1280,K073,1,0.271,0,22,practice
S1281,K023,13,0.338,4,10,diagram
S1281,K031,9,0.262,2,8,diagram
S1281,K001,7,0.418,2,21,diagram
S1281,K036,5,0.386,1,20,diagram
S1281,K061,7,0.487,2,22,diagram
S1281,K076,4,0.357,1,15,diagram
S1281,K052,4,0.432,1,14,diagram
S1281,K032,6,0.404,2,10,diagram
S1281,K006,7,0.254,2,14,diagram
S1281,K022,9,0.481,3,15,diagram
S1281,K043,2,0.389,0,21,diagram
S1281,K064,3,0.219,0,25,diagram
S1281,K053,6,0.355,2,17,diagram
S1281,K058,12,0.4,4,10,diagram
S1281,K033,6,0.427,2,18,diagram
S1281,K080,2,0.041,0,18,diagram
S1281,K055,5,0.321,1,10,diagram
S1281,K073,4,0.258,1,12,diagram
S1282,K020,3,0.429,1,21,practice
S1282,K029,13,0.665,6,20,practice
S1282,K025,7,0.59,3,25,practice
S1282,K023,9,0.503,3,24,practice
S1282,K051,5,0.572,2,17,practice
S1282,K072,7,0.371,2,36,practice
S1282,K030,10,0.426,3,20,practice
S1282,K010,9,0.466,3,18,practice
S1282,K005,6,0.427,2,17,practice
S1282,K040,7,0.44,2,16,practice
S1282,K004,5,0.311,1,19,practice
S1282,K024,8,0.399,2,15,practice
S1282,K076,11,0.279,3,18,practice
S1282,K067,4,0.48,1,17,practice
S1282,K045,4,0.559,1,19,practice
S1282,K071,8,0.544,3,13,practice
S1282,K007,3,0.302,0,23,practice
S1282,K017,5,0.52,2,14,practice
S1282,K064,9,0.437,3,20,practice
S1282,K047,6,0.618,2,27,practice
S1282,K056,5,0.558,2,15,practice
S1282,K016,7,0.514,2,21,practice
S1282,K046,2,0.344,0,17,practice
S1282,K079,6,0.234,1,22,practice
S1283,K025,5,0.392,1,19,explanation
S1283,K072,2,0.22,0,11,explanation
S1283,K060,9,0.23,2,18,explanation
S1283,K050,2,0.166,0,14,explanation
S1283,K057,3,0.276,0,16,explanation
S1283,K009,3,0.299,0,15,explanation
S1283,K018,9,0.448,3,16,explanation
S1283,K045,2,0.333,0,16,explanation
S1283,K070,4,0.37,1,15,explanation
S1283,K021,9,0.336,3,17,explanation
S1283,K034,3,0.449,1,14,explanation
S1283,K058,3,0.398,1,11,explanation
S1283,K053,7,0.384,2,13,explanation
S1283,K077,3,0.179,0,17,explanation
S1283,K054,4,0.503,1,17,explanation
S1284,K026,9,0.352,3,19,practice
S1284,K031,9,0.282,2,10,practice
S1284,K072,5,0.214,1,9,practice
S1284,K065,3,0.217,0,22,practice
S1284,K011,4,0.334,1,8,practice
S1284,K030,3,0.319,0,21,practice
S1284,K004,4,0.121,0,15,practice
S1284,K024,1,0.326,0,14,practice
S1284,K076,13,0.233,3,27,practice
S1284,K022,6,0.243,1,31,practice
S1284,K019,4,0.333,1,22,practice
S1284,K007,4,0.222,1,20,practice
S1284,K017,3,0.229,0,20,practice
S1284,K021,5,0.34,1,21,practice
S1284,K033,4,0.194,1,23,practice
S1285,K020,3,0.344,1,11,practice
S1285,K037,4,0.073,0,18,practice
S1285,K001,7,0.197,1,22,practice
S1285,K004,8,0.322,2,7,practice
S1285,K076,3,0.19,0,8,practice
S1285,K044,3,0.219,0,12,practice
S1285,K009,5,0.333,1,10,practice
S1285,K014,6,0.273,1,22,practice
S1285,K043,6,0.149,1,16,practice
S1285,K063,4,0.21,1,19,practice
S1285,K048,2,0.202,0,13,practice
S1285,K047,5,0.216,1,10,practice
S1285,K021,7,0.365,2,7,practice
S1285,K008,4,0.186,1,10,practice
S1285,K046,4,0.203,1,14,practice
S1285,K078,5,0.166,1,23,practice
S1285,K079,2,0.255,0,28,practice
S1286,K029,6,0.57,2,22,practice
S1286,K025,6,0.613,2,22,practice
S1286,K028,9,0.578,3,20,practice
S1286,K072,3,0.15,0,21,practice
S1286,K011,7,0.384,2,15,practice
S1286,K036,5,0.63,2,17,practice
S1286,K005,4,0.298,1,21,practice
S1286,K004,9,0.408,3,19,practice
S1286,K009,6,0.523,2,22,practice
S1286,K018,9,0.646,4,23,practice
S1286,K006,2,0.248,0,15,practice
S1286,K070,8,0.566,3,28,practice
S1286,K047,8,0.328,2,20,practice
S1286,K034,12,0.616,5,15,practice
S1286,K077,5,0.359,1,14,practice
S1286,K062,7,0.334,2,15,practice
S1286,K046,10,0.404,3,18,practice
S1286,K079,7,0.375,2,13,practice
S1287,K037,10,0.514,4,18,diagram
S1287,K028,7,0.304,2,20,diagram
S1287,K051,11,0.4,3,18,diagram
S1287,K065,5,0.421,1,16,diagram
S1287,K049,9,0.486,3,24,diagram
S1287,K027,9,0.196,2,9,diagram
S1287,K043,6,0.379,2,23,diagram
S1287,K017,8,0.462,3,19,diagram
S1287,K008,6,0.269,1,24,diagram
S1287,K077,6,0.216,1,20,diagram
S1287,K080,4,0.355,1,10,diagram
S1287,K046,6,0.42,2,11,diagram
S1287,K079,4,0.249,1,20,diagram
S1288,K031,7,0.23,2,15,diagram
S1288,K050,8,0.085,1,9,diagram
S1288,K057,4,0.115,0,10,diagram
S1288,K018,2,0.343,0,11,diagram
S1288,K032,4,0.179,1,8,diagram
S1288,K006,4,0.241,1,16,diagram
S1288,K019,2,0.353,0,10,diagram
S1288,K064,1,0.214,0,16,diagram
S1288,K056,11,0.241,3,12,diagram
S1288,K034,6,0.417,2,17,diagram
S1288,K062,5,0.222,1,11,diagram
S1288,K041,7,0.273,2,26,diagram
